Src IP,Dst IP,Start Time,End Time,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Fwd IAT Mean,Bwd IAT Mean,Fwd Header Length,Bwd Header Length,Average Packet Size,Subflow Fwd Bytes,ML_Label
172.21.202.48,172.21.202.182,1763024013.8310173,1763024013.8310173,8080,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024013.8310194,1763024013.8310194,22,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024013.8310177,1763024013.8310177,256,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024013.8310196,1763024013.8310196,5900,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024013.8310196,1763024013.8310196,993,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024013.8310196,1763024013.8310196,111,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024013.8310628,1763024013.8310628,113,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024013.8310642,1763024013.8310642,554,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024013.8310642,1763024013.8310642,8888,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024013.8310754,1763024013.8310754,25,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024014.213638,1763024027.220741,0,13.007102966308594,14,14,1372,1372,98,98,98.0,98,98,98.0,210.96165741961104,2.1526699736695005,1.0005413752335768,1.000541852070735,0,0,98.0,1372,PortScan
172.21.202.182,172.21.202.180,1763024014.2442553,1763024019.5707486,53,5.326493263244629,2,1,160,138,80,80,80.0,138,138,138.0,55.94675244524266,0.5632223400527785,5.2499072551727295,0.0,16,8,99.33333333333333,160,BENIGN
172.65.251.78,172.21.202.182,1763024014.2883792,1763024026.198712,48976,11.910332918167114,5,5,630,330,126,126,126.0,66,66,66.0,80.60228094343938,0.8396070931608269,2.97756689786911,2.9775688648223877,160,160,96.0,630,BENIGN
172.21.202.182,20.250.119.64,1763024014.298012,1763024014.3945332,443,0.09652113914489746,1,1,66,54,66,66,66.0,54,54,54.0,1243.2509713738054,20.720849522896756,0.0,0.0,32,20,60.0,66,BENIGN
172.21.202.182,35.186.224.24,1763024014.53188,1763024018.077216,443,3.5453360080718994,7,10,3503,1180,2066,66,500.42857142857144,344,66,118.0,1320.8903159920262,4.795032110156832,0.5805805126825968,0.3839755853017171,224,320,275.47058823529414,3503,BENIGN
172.21.202.48,172.21.202.182,1763024014.5614269,1763024014.5614269,445,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024014.561427,1763024014.561427,110,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024014.5614848,1763024014.5614848,21,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024014.5614853,1763024014.5614853,135,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024014.5615084,1763024014.5615084,443,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024014.5615087,1763024014.5615087,143,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024014.5615366,1763024014.5615366,139,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024014.5615513,1763024014.5615513,1723,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024014.5615523,1763024014.5615523,3389,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024014.5615525,1763024014.5615525,1720,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.182,41.110.50.15,1763024014.680583,1763024027.4324272,443,12.75184416770935,79,459,21594,575456,1292,72,273.34177215189874,1292,65,1253.7167755991286,46820.678809098856,42.18997604772663,0.16346138562911597,0.027715525772894312,632,3672,1109.7583643122678,21594,BENIGN
172.21.202.182,35.190.80.1,1763024015.3220615,1763024015.3220615,443,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.48,172.21.202.182,1763024015.32693,1763024015.32693,1720,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024015.3269303,1763024015.3269303,3389,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024015.3269303,1763024015.3269303,445,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024015.3269825,1763024015.3269825,135,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024015.3269827,1763024015.3269827,21,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024015.3270047,1763024015.3270047,443,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024015.327005,1763024015.327005,143,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024015.3270233,1763024015.3270233,139,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024015.3270237,1763024015.3270237,1723,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024015.3270392,1763024015.3270392,110,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.182,142.251.140.238,1763024015.8339632,1763024015.8960254,443,0.06206226348876953,1,1,66,66,66,66,66.0,66,66,66.0,2126.8963228175853,32.225701860872505,0.0,0.0,32,32,66.0,66,BENIGN
172.21.202.48,172.21.202.182,1763024016.0558567,1763024016.0558567,1025,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.055857,1763024016.055857,199,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.0559194,1763024016.0559194,7937,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.0559192,1763024016.0559192,995,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.0559196,1763024016.0559196,23,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.0559194,1763024016.0559194,3306,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.0559413,1763024016.0559413,53,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.0559566,1763024016.0559566,587,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.0559566,1763024016.0559566,3268,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.055969,1763024016.055969,80,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.182,192.168.82.1,1763024016.2368643,1763024016.2368643,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.2,1763024016.2369034,1763024016.2369034,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.3,1763024016.2369182,1763024016.2369182,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.4,1763024016.23693,1763024016.23693,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.5,1763024016.2369423,1763024016.2369423,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.6,1763024016.2369533,1763024016.2369533,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.7,1763024016.2369654,1763024016.2369654,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.8,1763024016.2369783,1763024016.2369783,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.9,1763024016.23699,1763024016.23699,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.10,1763024016.237001,1763024016.237001,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.48,172.21.202.182,1763024016.7763584,1763024016.7763584,199,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.7763584,1763024016.7763584,1025,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.7764146,1763024016.7764146,7937,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.7764149,1763024016.7764149,995,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.7764149,1763024016.7764149,23,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.776415,1763024016.776415,3306,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.776437,1763024016.776437,53,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.776455,1763024016.776455,3268,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.776455,1763024016.776455,587,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024016.776474,1763024016.776474,80,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.182,192.168.82.13,1763024017.238269,1763024017.238269,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.14,1763024017.2383256,1763024017.2383256,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.15,1763024017.2383518,1763024017.2383518,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.16,1763024017.2383776,1763024017.2383776,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.17,1763024017.2384188,1763024017.2384188,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.18,1763024017.2384474,1763024017.2384474,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.19,1763024017.238473,1763024017.238473,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.20,1763024017.2384977,1763024017.2384977,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.21,1763024017.238524,1763024017.238524,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.22,1763024017.2385488,1763024017.2385488,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.48,172.21.202.182,1763024017.5931368,1763024017.5931368,2047,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024017.5931437,1763024017.5931437,8652,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024017.593144,1763024017.593144,17877,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024017.5931942,1763024017.5931942,3828,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024017.5932002,1763024017.5932002,5987,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024017.5932002,1763024017.5932002,6667,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024017.5932004,1763024017.5932004,8100,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024017.5932133,1763024017.5932133,8292,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024017.5932136,1763024017.5932136,100,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024017.593232,1763024017.593232,8022,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.182,192.178.169.94,1763024017.8819532,1763024017.8819532,443,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.48,172.21.202.182,1763024018.2391887,1763024018.2391887,2047,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.2391932,1763024018.2391932,8652,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.2391934,1763024018.2391934,17877,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.2392426,1763024018.2392426,3828,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.2392473,1763024018.2392473,6667,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.2392476,1763024018.2392476,5987,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.2392476,1763024018.2392476,8100,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.23926,1763024018.23926,8292,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.2392602,1763024018.2392602,100,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.2392783,1763024018.2392783,8022,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.182,192.168.82.1,1763024018.2398548,1763024018.2398548,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.2,1763024018.2399251,1763024018.2399251,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.3,1763024018.2399533,1763024018.2399533,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.4,1763024018.2399771,1763024018.2399771,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.5,1763024018.2400005,1763024018.2400005,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.6,1763024018.2400234,1763024018.2400234,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.7,1763024018.2400453,1763024018.2400453,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.8,1763024018.2400682,1763024018.2400682,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.9,1763024018.2400908,1763024018.2400908,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.10,1763024018.2401154,1763024018.2401154,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.48,172.21.202.182,1763024018.948485,1763024018.948485,1080,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.9484835,1763024018.9484835,16012,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.9484851,1763024018.9484851,1974,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.948529,1763024018.948529,8083,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.9485307,1763024018.9485307,2998,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.9485307,1763024018.9485307,49156,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.948548,1763024018.948548,5822,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.9485483,1763024018.9485483,15003,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.9485621,1763024018.9485621,5003,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024018.9485693,1763024018.9485693,8600,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.182,192.168.82.27,1763024019.2412078,1763024019.2412078,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.28,1763024019.2412322,1763024019.2412322,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.29,1763024019.2412465,1763024019.2412465,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.30,1763024019.2412603,1763024019.2412603,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.31,1763024019.2412736,1763024019.2412736,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.32,1763024019.2412865,1763024019.2412865,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.33,1763024019.2413,1763024019.2413,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.34,1763024019.241315,1763024019.241315,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.35,1763024019.2413306,1763024019.2413306,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.36,1763024019.2413445,1763024019.2413445,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,172.21.202.180,1763024019.4991431,1763024019.5707512,53,0.07160806655883789,1,1,90,106,90,90,90.0,106,106,106.0,2737.1217995245484,27.92981428086274,0.0,0.0,8,8,98.0,90,BENIGN
172.21.202.182,35.186.224.24,1763024019.5728693,1763024020.639744,443,1.0668747425079346,7,6,6743,3521,1292,73,963.2857142857143,1292,66,586.8333333333334,9620.623294419836,12.185123034631514,0.17381640275319418,0.04275050163269043,56,48,789.5384615384615,6743,BENIGN
172.21.202.182,35.186.224.24,1763024019.5732334,1763024019.9536512,443,0.3804178237915039,9,11,6115,1149,2842,66,679.4444444444445,329,66,104.45454545454545,19094.794054605576,52.57377217677747,0.03886866569519043,0.021106719970703125,288,352,363.2,6115,BENIGN
172.21.202.48,172.21.202.182,1763024019.7425203,1763024019.7425203,1080,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024019.7425187,1763024019.7425187,16012,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024019.7425203,1763024019.7425203,1974,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024019.7425716,1763024019.7425716,49156,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024019.7425718,1763024019.7425718,2998,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024019.7425838,1763024019.7425838,8083,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024019.742596,1763024019.742596,15003,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024019.7425961,1763024019.7425961,5822,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024019.7426147,1763024019.7426147,5003,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
